project_name, site, date, time, filename,Acoustic_Complexity_Index_main_value,Acoustic_Complexity_Index_min,Acoustic_Complexity_Index_max,Acoustic_Complexity_Index_mean,Acoustic_Complexity_Index_median,Acoustic_Complexity_Index_std,Acoustic_Complexity_Index_var,Acoustic_Diversity_Index_main_value,Acoustic_Evenness_Index_main_value,Bio_acoustic_Index_main_value,
project a,site1,2025-04-08,23:31:46,1 copy.wav,1838.5305348733916,150.5980345414308,156.15795148267733,153.21087790611597,152.78153398526348,1.8318717381893423,3.3557540651768423,2.008021979091079,0.38285787793029336,7.437163689276592,
project a,site1,2025-04-08,23:31:46,1.wav,1838.5305348733916,150.5980345414308,156.15795148267733,153.21087790611597,152.78153398526348,1.8318717381893423,3.3557540651768423,2.008021979091079,0.38285787793029336,7.437163689276592,
project a,site1,2025-04-08,23:31:46,2.wav,1871.1606523025682,152.31496707547095,159.64149076640663,155.93005435854738,155.75737164277274,1.7685757045417965,3.1278600226955118,1.7315922562172528,0.5682330571777807,8.516843380912858,
project a,site2,2025-04-08,23:31:46,1.wav,1838.5305348733916,150.5980345414308,156.15795148267733,153.21087790611597,152.78153398526348,1.8318717381893423,3.3557540651768423,2.008021979091079,0.38285787793029336,7.437163689276592,
project a,site2,2025-04-08,23:31:46,2.wav,1871.1606523025682,152.31496707547095,159.64149076640663,155.93005435854738,155.75737164277274,1.7685757045417965,3.1278600226955118,1.7315922562172528,0.5682330571777807,8.516843380912858,
project a,site3,2025-04-08,23:31:46,1.wav,1838.5305348733916,150.5980345414308,156.15795148267733,153.21087790611597,152.78153398526348,1.8318717381893423,3.3557540651768423,2.008021979091079,0.38285787793029336,7.437163689276592,
project a,site3,2025-04-08,23:31:46,2.wav,1871.1606523025682,152.31496707547095,159.64149076640663,155.93005435854738,155.75737164277274,1.7685757045417965,3.1278600226955118,1.7315922562172528,0.5682330571777807,8.516843380912858,
project a,site3,2025-04-08,23:31:46,3.wav,1815.3411448874235,149.7095281762545,153.6731388527406,151.27842874061864,151.57705160640248,1.079146207886689,1.1645565379962208,1.3470157477826443,0.6744344740965179,7.969827120143493,
project a,site1,2025-04-08,23:31:46,1 copy.wav,1838.5305348733916,150.5980345414308,156.15795148267733,153.21087790611597,152.78153398526348,1.8318717381893423,3.3557540651768423,2.008021979091079,0.38285787793029336,7.437163689276592,
project a,site1,2025-04-08,23:31:46,1.wav,1838.5305348733916,150.5980345414308,156.15795148267733,153.21087790611597,152.78153398526348,1.8318717381893423,3.3557540651768423,2.008021979091079,0.38285787793029336,7.437163689276592,
project a,site1,2025-04-08,23:31:46,2.wav,1871.1606523025682,152.31496707547095,159.64149076640663,155.93005435854738,155.75737164277274,1.7685757045417965,3.1278600226955118,1.7315922562172528,0.5682330571777807,8.516843380912858,
project a,site2,2025-04-08,23:31:46,1.wav,1838.5305348733916,150.5980345414308,156.15795148267733,153.21087790611597,152.78153398526348,1.8318717381893423,3.3557540651768423,2.008021979091079,0.38285787793029336,7.437163689276592,
project a,site2,2025-04-08,23:31:46,2.wav,1871.1606523025682,152.31496707547095,159.64149076640663,155.93005435854738,155.75737164277274,1.7685757045417965,3.1278600226955118,1.7315922562172528,0.5682330571777807,8.516843380912858,
project a,site3,2025-04-08,23:31:46,1.wav,1838.5305348733916,150.5980345414308,156.15795148267733,153.21087790611597,152.78153398526348,1.8318717381893423,3.3557540651768423,2.008021979091079,0.38285787793029336,7.437163689276592,
project a,site3,2025-04-08,23:31:46,2.wav,1871.1606523025682,152.31496707547095,159.64149076640663,155.93005435854738,155.75737164277274,1.7685757045417965,3.1278600226955118,1.7315922562172528,0.5682330571777807,8.516843380912858,
project a,site3,2025-04-08,23:31:46,3.wav,1815.3411448874235,149.7095281762545,153.6731388527406,151.27842874061864,151.57705160640248,1.079146207886689,1.1645565379962208,1.3470157477826443,0.6744344740965179,7.969827120143493,
project a,site1,2025-04-08,23:31:46,1 copy.wav,1838.5305348733916,150.5980345414308,156.15795148267733,153.21087790611597,152.78153398526348,1.8318717381893423,3.3557540651768423,2.008021979091079,0.38285787793029336,7.437163689276592,
project a,site1,2025-04-08,23:31:46,1.wav,1838.5305348733916,150.5980345414308,156.15795148267733,153.21087790611597,152.78153398526348,1.8318717381893423,3.3557540651768423,2.008021979091079,0.38285787793029336,7.437163689276592,
project a,site1,2025-04-08,23:31:46,2.wav,1871.1606523025682,152.31496707547095,159.64149076640663,155.93005435854738,155.75737164277274,1.7685757045417965,3.1278600226955118,1.7315922562172528,0.5682330571777807,8.516843380912858,
project a,site2,2025-04-08,23:31:46,1.wav,1838.5305348733916,150.5980345414308,156.15795148267733,153.21087790611597,152.78153398526348,1.8318717381893423,3.3557540651768423,2.008021979091079,0.38285787793029336,7.437163689276592,
project a,site2,2025-04-08,23:31:46,2.wav,1871.1606523025682,152.31496707547095,159.64149076640663,155.93005435854738,155.75737164277274,1.7685757045417965,3.1278600226955118,1.7315922562172528,0.5682330571777807,8.516843380912858,
project a,site3,2025-04-08,23:31:46,1.wav,1838.5305348733916,150.5980345414308,156.15795148267733,153.21087790611597,152.78153398526348,1.8318717381893423,3.3557540651768423,2.008021979091079,0.38285787793029336,7.437163689276592,
project a,site3,2025-04-08,23:31:46,2.wav,1871.1606523025682,152.31496707547095,159.64149076640663,155.93005435854738,155.75737164277274,1.7685757045417965,3.1278600226955118,1.7315922562172528,0.5682330571777807,8.516843380912858,
project a,site3,2025-04-08,23:31:46,3.wav,1815.3411448874235,149.7095281762545,153.6731388527406,151.27842874061864,151.57705160640248,1.079146207886689,1.1645565379962208,1.3470157477826443,0.6744344740965179,7.969827120143493,
project a,site4,2025-04-27,16:50:02,1.wav,2.008021979091079,7.437163689276592,0.991149869224854,0.8854258905023674,4.0,
project a,site2,2025-04-06,19:25:22,1.wav,2.008021979091079,7.437163689276592,0.991149869224854,
project a,site2,2025-04-06,19:25:22,1.wav,0.8854258905023674,4.0,0.9772401116321681,
project a,site2,2025-04-06,19:03:55,2.wav,0.7979218025697391,0.0,0.9805277950695528,
project a,site4,2025-04-27,17:01:46,1.wav,0.38285787793029336,7.437163689276592,0.991149869224854,4.0,0.9772401116321681,
project a,site4,2025-04-27,17:01:46,2.wav,0.5682330571777807,8.516843380912858,0.6483881867806478,0.0,0.9805277950695528,
project a,site4,2025-04-27,17:10:25,1.wav,2.008021979091079,0.991149869224854,4.0,0.9772401116321681,
project a,site4,2025-04-27,17:10:25,2.wav,1.7315922562172528,0.6483881867806478,0.0,0.9805277950695528,
project a,site4,2025-04-27,17:18:07,1.wav,7.437163689276592,0.991149869224854,0.8854258905023674,4.0,0.9772401116321681,
project a,site4,2025-04-27,17:18:07,2.wav,8.516843380912858,0.6483881867806478,0.7979218025697391,0.0,0.9805277950695528,
project a,site1,2025-04-06,19:25:20,1 copy.wav,4.0,0.9772401116321681,
project a,site1,2025-04-06,19:03:55,1.wav,4.0,0.9772401116321681,
project a,site1,2025-04-06,19:25:34,2.wav,0.0,0.9805277950695528,
project a,site2,2025-04-06,19:25:22,1.wav,4.0,0.9772401116321681,
project a,site2,2025-04-06,19:03:55,2.wav,0.0,0.9805277950695528,
project a,site3,2025-04-06,19:25:24,1.wav,4.0,0.9772401116321681,
project a,site3,2025-04-06,19:25:36,2.wav,0.0,0.9805277950695528,
project a,site3,2025-04-06,19:03:55,3.wav,0.0,0.9918504534619288,
project a,site4,2025-04-27,17:19:16,1.wav,4.0,0.9772401116321681,
project a,site4,2025-04-27,17:19:16,2.wav,0.0,0.9805277950695528,
project a,site4,2025-04-27,17:19:16,1.wav,0.38285787793029336,0.8854258905023674,0.9772401116321681,
project a,site4,2025-04-27,17:19:16,2.wav,0.5682330571777807,0.7979218025697391,0.9805277950695528,
project a,site4,2025-04-27,17:28:26,1.wav,1838.5305348733916,150.5980345414308,156.15795148267733,153.21087790611597,152.78153398526348,1.8318717381893423,3.3557540651768423,2.008021979091079,0.38285787793029336,7.437163689276592,0.991149869224854,0.8854258905023674,4.0,0.9772401116321681,
project a,site4,2025-04-27,17:28:26,2.wav,1871.1606523025682,152.31496707547095,159.64149076640663,155.93005435854738,155.75737164277274,1.7685757045417965,3.1278600226955118,1.7315922562172528,0.5682330571777807,8.516843380912858,0.6483881867806478,0.7979218025697391,0.0,0.9805277950695528,
project a,site1,2025-04-06,19:25:20,1 copy.wav,4.0,0.9772401116321681,
project a,site1,2025-04-06,19:03:55,1.wav,4.0,0.9772401116321681,
project a,site1,2025-04-06,19:25:34,2.wav,0.0,0.9805277950695528,
project a,site2,2025-04-06,19:25:22,1.wav,4.0,0.9772401116321681,
project a,site2,2025-04-06,19:03:55,2.wav,0.0,0.9805277950695528,
project a,site3,2025-04-06,19:25:24,1.wav,4.0,0.9772401116321681,
project a,site3,2025-04-06,19:25:36,2.wav,0.0,0.9805277950695528,
project a,site3,2025-04-06,19:03:55,3.wav,0.0,0.9918504534619288,
project a,site2,2025-04-06,19:25:22,1.wav,4.0,0.9772401116321681,
project a,site3,2025-04-06,19:25:24,1.wav,4.0,0.9772401116321681,
project a,site4,2025-04-27,17:29:34,1.wav,4.0,0.9772401116321681,
project a,site4,2025-04-27,17:29:34,2.wav,0.0,0.9805277950695528,
